case_id,candidate_valid,mutation_visible,target_box_correct,label_correct,predicted_box_useful,reviewer,review_notes
CA9B4CA4AA2E,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The list_item_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.506; localization rated yes.
D22C3467CE5F,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.872; localization rated yes.
1F25AC7F1A2C,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The table_row_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.748; localization rated yes.
FC9EDC631A13,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.949)."
1C8534D50999,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The list_item_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.361; localization rated partial.
6F1BADB8FA67,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The table_row_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.975; localization rated yes.
8431B22EC466,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.864)."
184AB3AB4CAB,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for compact_block_displacement; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.993)."
5C4FD9F4C71D,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.500; localization rated partial.
924B0EDEFC26,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.977)."
DDADCF644C1A,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.311; localization rated partial.
740FB1E95401,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The crossref_token_corruption label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.916; localization rated yes.
BEA40F0F71A3,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The algorithm_rule_occlusion label (appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.554; localization rated yes.
413CE2E89C2F,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.843; localization rated yes.
7DA24929FC48,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.877)."
D73BC337DD44,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The form_field_occlusion label (appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.700; localization rated yes.
9B49B0F76A7B,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.863)."
FB892982CBEC,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.979)."
0F6054328A19,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.977)."
722FE01F45B4,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.988)."
C978CD70E2E7,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.988)."
DAE0787B5444,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.954; localization rated yes.
8250394BBEF3,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.001)."
56623D8D665C,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The display_math_occlude label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.464; localization rated partial.
344B9FE78106,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.670)."
F78E21E0CCFE,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.984)."
71FB3B98F5AB,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The display_math_occlude label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.356; localization rated partial.
4BE56C2DF23D,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.980)."
725A537B7E7B,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,"Mutation is visible in the unblinded evidence, but the blind panel choice disagreed with truth. The display_math_occlude label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.278; localization rated partial."
F814C56AC42A,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.995)."
30C0774C6C89,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.729)."
07CD7E104F11,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.768; localization rated yes.
27D1394B8BB5,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.877)."
C4A4843ED510,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.973)."
8805BAF66AEB,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The paragraph_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.511; localization rated yes.
2A975B24E9B6,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.754; localization rated yes.
1B2BC50400C9,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.981)."
DADEDC2FF864,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.920)."
59D16444706F,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.924)."
4CEB534AB100,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for local_occlusion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.827)."
BD3E5DE48DCD,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.853)."
01DF3B40A0BE,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.994)."
2CB3A5DF7E2F,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The crossref_token_corruption label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.932; localization rated yes.
8B3054B09529,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.972)."
AC03247E0D06,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The figure_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.947; localization rated yes.
53F278623F0F,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for local_occlusion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.640)."
D3510E30A739,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.887)."
8DCB174DF9D3,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.925; localization rated yes.
8AB21EDD53F4,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The algorithm_rule_occlusion label (appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.554; localization rated yes.
157B85650F52,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.991)."
7640AF13D69D,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.719; localization rated yes.
699CCDF6A868,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The list_item_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.787; localization rated yes.
7F8D2C7BFE47,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.993)."
EE91E38924AF,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.995)."
8678C142DBC9,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.872)."
FDD22CDF4AFE,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.777)."
F43049EAFDA4,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.956; localization rated yes.
C2679F976FFA,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The table_row_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.219; localization rated partial.
9D19C6A80362,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The table_column_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.850; localization rated yes.
7D850B745BEB,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.902; localization rated yes.
93D1D4CC425C,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.992)."
4C4D967E0F7F,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The form_field_occlusion label (appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.235; localization rated partial.
8786E60AA011,yes,yes,yes,yes,no,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.193; localization rated no.
287DB9DB65D7,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The display_math_occlude label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.206; localization rated partial.
8D4372958770,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The list_item_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.609; localization rated yes.
C3C0330F5686,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The form_field_occlusion label (appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.235; localization rated partial.
145386FA3725,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The crossref_token_corruption label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.883; localization rated yes.
4FFF1FCF57E3,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.909; localization rated yes.
4A0B49B25EAB,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.966)."
5687C08AD40C,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.496)."
6D42480D0DEE,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The table_column_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.932; localization rated yes.
89E06E850970,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for compact_block_displacement; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.989)."
AAD44091C670,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.983)."
7874AA9514C1,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.760)."
68C8001E4247,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.942)."
73B5E79A72C4,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The display_math_occlude label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.366; localization rated partial.
96A49DA704AF,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.991)."
F34EB93FF329,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for local_occlusion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.780)."
4A5A241D12DE,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,"Mutation is visible in the unblinded evidence, but the blind panel choice disagreed with truth. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.886; localization rated yes."
534FDB38807C,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.987)."
6E058B14C7C5,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.990)."
644F7AD6A4EA,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The paragraph_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.896; localization rated yes.
97C6355110A9,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.970; localization rated yes.
58CE02EB0F7F,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The crossref_token_corruption label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.898; localization rated yes.
5780AF8E3B0A,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.924; localization rated yes.
DAF98007D366,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.884)."
0BA387B9A10A,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.894)."
12FC342700BF,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The table_row_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.936; localization rated yes.
D1483F7619C9,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.870; localization rated yes.
8E4E990016B9,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The table_row_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.917; localization rated yes.
06D597A6960C,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.578; localization rated yes.
85F14387D26C,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.946; localization rated yes.
96E819C90176,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.899; localization rated yes.
ED766A65EDC7,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.934; localization rated yes.
1E0DE45F9F17,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The figure_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.889; localization rated yes.
7E819A104971,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.203)."
2EC2626EE5DB,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.984)."
29238438509B,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.925)."
1127684BD758,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The block_right label (layout) and known target box are supported by the rendered evidence. Predicted-box IoU=0.838; localization rated yes.
D0981C131C85,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.975)."
AC5E7B469941,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.704)."
615D94558E7C,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.691; localization rated yes.
5BD44E9D38F7,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.617; localization rated yes.
