case_id,candidate_valid,mutation_visible,target_box_correct,label_correct,predicted_box_useful,reviewer,review_notes
88A81AA6A74D,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.707; localization rated yes.
2C2D5D877557,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The crossref_token_corruption label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.932; localization rated yes.
B8E4DDD72317,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.602)."
C3E791124580,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.995)."
1888CC0AEDE5,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The algorithm_rule_occlusion label (appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.554; localization rated yes.
094182458B12,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.993)."
4591E5C63AC8,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The table_row_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.975; localization rated yes.
D8DA9354A606,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.706; localization rated yes.
A1522BAB668F,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for local_occlusion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.819)."
7FD537847797,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.814; localization rated yes.
173F53BFA424,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The table_column_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.939; localization rated yes.
DDE46A9B0F5A,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.901)."
8EDA4A951C13,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.845)."
EE8046BAC32E,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.989)."
E4ED5BE6E92A,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.821; localization rated yes.
CF5B7B802609,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.686)."
B0C1F272F9DE,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.986; localization rated yes.
0BFDE723B47A,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The figure_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.889; localization rated yes.
D06C59166AA0,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.957)."
676933622E3E,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The display_math_occlude label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.344; localization rated partial.
55E1A2F30FDB,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.843; localization rated yes.
F7007643E5A7,yes,yes,yes,yes,no,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.145; localization rated no.
0CF6FF5DAAAC,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.928)."
F5F758DCFED0,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The form_field_occlusion label (appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.235; localization rated partial.
F5693C9E1608,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.963; localization rated yes.
F54759C9135A,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The table_row_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.925; localization rated yes.
82B74055D251,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.787; localization rated yes.
2CC985F5E549,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.991)."
D22CA4745A84,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.321; localization rated partial.
5BCFB4961DD4,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.972)."
09B5C3DAF47A,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The table_row_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.936; localization rated yes.
0B6F91F95316,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.929)."
FEE727DF7894,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.467; localization rated partial.
F234BB4E1B02,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.706; localization rated yes.
7570F3748EE5,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.954)."
7E86078D5DAE,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.930; localization rated yes.
D52178896D3E,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The paragraph_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.888; localization rated yes.
423A65BA02BE,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.953)."
B90515478061,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.864)."
FC20FBFA1382,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.766; localization rated yes.
532BF0CE9A78,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.375; localization rated partial.
60097A131FEA,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.910)."
40906FA6AC63,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.910)."
632A83C7E833,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.972)."
82B2D98EF075,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.946)."
2D18D8E099A6,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.000)."
76024F1EF9A0,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.956)."
2578AD2945DA,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.956)."
5788B0666A3C,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.973)."
C5D6151C4FCF,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The table_column_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.918; localization rated yes.
B6B1EBE29AD4,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The display_math_occlude label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.206; localization rated partial.
9A7DC30A4F11,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.821)."
36C5A92ECDA0,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.915; localization rated yes.
77357E3D3B21,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.593; localization rated yes.
6A8B0D9A5089,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.001)."
E3F25B56B09A,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The paragraph_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.706; localization rated yes.
9229752F77B7,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.786; localization rated yes.
8E22CA170C6F,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.961; localization rated yes.
6CEAAF5A51AB,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.914)."
DECAE825B190,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.993)."
BD1B554DEBD1,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.899)."
D524A9B3E522,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.354; localization rated partial.
3E37680060CD,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.994)."
3CFF611FACDE,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.569; localization rated yes.
F3D549C145FA,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.884)."
1CE73DF33B36,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for compact_block_displacement; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.987)."
01B6EA172426,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The display_math_occlude label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.507; localization rated yes.
AE2498495509,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.762)."
1971C985BB1F,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.927)."
0260355F1F7D,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.668; localization rated yes.
E86379AD7C8B,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The paragraph_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.577; localization rated yes.
82CE3B04F73D,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The paragraph_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.888; localization rated yes.
395895013169,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.763; localization rated yes.
70221A0292F6,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The crossref_token_corruption label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.932; localization rated yes.
363AC2E1FDF8,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.940; localization rated yes.
84D93DA0DBFF,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.435)."
AF7D192BA34A,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.879; localization rated yes.
CA44C4B96185,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.961)."
D8D3E8C34BFC,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.356; localization rated partial.
5020CDF150BF,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The table_column_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.900; localization rated yes.
3EE067D85F5F,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The figure_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.889; localization rated yes.
35AE0BF3CD97,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.946; localization rated yes.
DCB348446C8C,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.345; localization rated partial.
BF69D29000D6,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.931)."
4B9BBBBAE5DF,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.344; localization rated partial.
1961C683CFBE,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.836; localization rated yes.
016AA215C105,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.883)."
9C70DFEACE93,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.905)."
3F41BAB613C3,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.765)."
2E75E17AD31C,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The figure_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.889; localization rated yes.
93BA98E4CC6E,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The figure_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.951; localization rated yes.
3CE5D34784B6,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for paragraph_occlusion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.827)."
5B0E9ABD7056,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The display_math_occlude label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.201; localization rated partial.
23CE03874B51,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.846; localization rated yes.
0DCC3B5AB08E,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.963)."
5E7814829994,yes,yes,yes,yes,partial,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The form_field_occlusion label (appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.235; localization rated partial.
0B2CDA15462E,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The text_deletion label (content) and known target box are supported by the rendered evidence. Predicted-box IoU=0.773; localization rated yes.
36BD3A834786,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.923)."
A3F5E018E0C0,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.780; localization rated yes.
B235EFBA43F5,yes,yes,yes,yes,yes,codex_manual_blind_audit_1,Blind review identified the changed panel and visible mutation. The local_occlusion label (content+appearance) and known target box are supported by the rendered evidence. Predicted-box IoU=0.706; localization rated yes.
F427287B3757,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.922)."
7745C632E662,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for text_deletion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.803)."
8175F76E3A30,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.940)."
5E1CCF9CD3AD,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for local_occlusion; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.787)."
B5ACC546839A,no,no,not_assessable,not_assessable,no,codex_manual_blind_audit_1,"Blind A/B review found no reliable visible difference for block_right; exclude this controlled candidate from perceptual calibration. With no observable defect, the expected label and target box are not assessable and the predicted box is not useful (synthetic-target IoU=0.956)."
